transaction_id,product_id,price
1000,0,0.0
1001,2,84.15
1002,4,90.93
1003,6,14.11
1004,8,75.68
1005,10,95.89
1006,12,27.94
1007,14,65.7
1008,16,98.94
1009,18,41.21
1010,20,54.4
1011,22,100.0
1012,24,53.66
1013,26,42.02
1014,28,99.06
1015,30,65.03
1016,32,28.79
1017,34,96.14
1018,36,75.1
1019,38,14.99
1020,40,91.29
1021,42,83.67
1022,44,0.89
1023,46,84.62
1024,48,90.56
1025,50,13.24
1026,52,76.26
1027,54,95.64
1028,56,27.09
1029,58,66.36
1030,60,98.8
1031,62,40.4
1032,64,55.14
1033,66,99.99
1034,68,52.91
1035,70,42.82
1036,72,99.18
1037,74,64.35
1038,76,29.64
1039,78,96.38
1040,80,74.51
1041,82,15.86
1042,84,91.65
1043,86,83.18
1044,88,1.77
1045,90,85.09
1046,92,90.18
1047,94,12.36
1048,96,76.83
1049,98,95.38
1050,100,26.24
1051,102,67.02
1052,104,98.66
1053,106,39.59
1054,108,55.88
1055,110,99.98
1056,112,52.16
1057,114,43.62
1058,116,99.29
1059,118,63.67
1060,120,30.48
1061,122,96.61
1062,124,73.92
1063,126,16.74
1064,128,92.0
1065,130,82.68
1066,132,2.66
1067,134,85.55
1068,136,89.79
1069,138,11.48
1070,140,77.39
1071,142,95.11
1072,144,25.38
1073,146,67.68
1074,148,98.51
1075,150,38.78
1076,152,56.61
1077,154,99.95
1078,156,51.4
1079,158,44.41
1080,160,99.39
1081,162,62.99
1082,164,31.32
1083,166,96.84
1084,168,73.32
1085,170,17.61
1086,172,92.35
1087,174,82.18
1088,176,3.54
1089,178,86.01
1090,180,89.4
1091,182,10.6
1092,184,77.95
1093,186,94.83
1094,188,24.53
1095,190,68.33
1096,192,98.36
1097,194,37.96
1098,196,57.34
1099,198,99.92
1100,200,50.64
1101,202,45.2
1102,204,99.48
1103,206,62.3
1104,208,32.16
1105,210,97.05
1106,212,72.71
1107,214,18.48
1108,216,92.68
1109,218,81.67
1110,220,4.42
1111,222,86.46
1112,224,89.0
1113,226,9.72
1114,228,78.5
1115,230,94.54
1116,232,23.67
1117,234,68.97
1118,236,98.2
1119,238,37.14
1120,240,58.06
1121,242,99.88
1122,244,49.87
1123,246,45.99
1124,248,99.57
1125,250,61.6
1126,252,33.0
1127,254,97.26
1128,256,72.1
1129,258,19.35
1130,260,93.01
1131,262,81.16
1132,264,5.31
1133,266,86.9
1134,268,88.59
1135,270,8.84
1136,272,79.04
1137,274,94.25
1138,276,22.81
1139,278,69.61
1140,280,98.02
1141,282,36.32
1142,284,58.78
1143,286,99.83
1144,288,49.1
1145,290,46.77
1146,292,99.65
1147,294,60.9
1148,296,33.83
1149,298,97.46
1150,300,71.49
1151,302,20.21
1152,304,93.33
1153,306,80.64
1154,308,6.19
1155,310,87.33
1156,312,88.18
1157,314,7.95
1158,316,79.58
1159,318,93.95
1160,320,21.94
1161,322,70.24
1162,324,97.85
1163,326,35.49
1164,328,59.49
1165,330,99.78
1166,332,48.33
1167,334,47.56
1168,336,99.72
1169,338,60.2
1170,340,34.66
1171,342,97.66
1172,344,70.87
1173,346,21.08
1174,348,93.65
1175,350,80.11
1176,352,7.08
1177,354,87.76
1178,356,87.76
1179,358,7.07
1180,360,80.12
1181,362,93.65
1182,364,21.08
1183,366,70.87
1184,368,97.66
1185,370,34.66
1186,372,60.2
1187,374,99.72
1188,376,47.55
1189,378,48.33
1190,380,99.78
1191,382,59.49
1192,384,35.49
1193,386,97.85
1194,388,70.24
1195,390,21.95
1196,392,93.95
1197,394,79.58
1198,396,7.96
1199,398,88.18
1200,400,87.33
1201,402,6.19
1202,404,80.64
1203,406,93.33
1204,408,20.21
1205,410,71.49
1206,412,97.46
1207,414,33.83
1208,416,60.91
1209,418,99.65
1210,420,46.77
1211,422,49.1
1212,424,99.83
1213,426,58.78
1214,428,36.32
1215,430,98.02
1216,432,69.61
1217,434,22.81
1218,436,94.25
1219,438,79.04
1220,440,8.84
1221,442,88.59
1222,444,86.9
1223,446,5.31
1224,448,81.16
1225,450,93.01
1226,452,19.34
1227,454,72.11
1228,456,97.26
1229,458,33.0
1230,460,61.61
1231,462,99.57
1232,464,45.99
1233,466,49.87
1234,468,99.88
1235,470,58.06
1236,472,37.14
1237,474,98.2
1238,476,68.97
1239,478,23.67
1240,480,94.54
1241,482,78.5
1242,484,9.72
1243,486,89.0
1244,488,86.45
1245,490,4.42
1246,492,81.68
1247,494,92.68
1248,496,18.48
1249,498,72.72
1250,500,97.05
1251,502,32.16
1252,504,62.3
1253,506,99.48
1254,508,45.2
1255,510,50.64
1256,512,99.92
1257,514,57.34
1258,516,37.96
1259,518,98.36
1260,520,68.32
1261,522,24.53
1262,524,94.83
1263,526,77.94
1264,528,10.6
1265,530,89.4
1266,532,86.01
1267,534,3.54
1268,536,82.18
1269,538,92.34
1270,540,17.6
1271,542,73.32
1272,544,96.84
1273,546,31.32
1274,548,62.99
1275,550,99.39
1276,552,44.41
1277,554,51.4
1278,556,99.95
1279,558,56.61
1280,560,38.78
1281,562,98.52
1282,564,67.67
1283,566,25.39
1284,568,95.11
1285,570,77.39
1286,572,11.48
1287,574,89.79
1288,576,85.55
1289,578,2.65
1290,580,82.68
1291,582,92.0
1292,584,16.73
1293,586,73.92
1294,588,96.61
1295,590,30.48
1296,592,63.68
1297,594,99.29
1298,596,43.61
1299,598,52.16
1300,600,99.98
1301,602,55.88
1302,604,39.6
1303,606,98.66
1304,608,67.02
1305,610,26.24
1306,612,95.38
1307,614,76.82
1308,616,12.36
1309,618,90.18
1310,620,85.09
1311,622,1.77
1312,624,83.18
1313,626,91.65
1314,628,15.86
1315,630,74.51
1316,632,96.38
1317,634,29.63
1318,636,64.36
1319,638,99.18
1320,640,42.82
1321,642,52.91
1322,644,99.99
1323,646,55.14
1324,648,40.41
1325,650,98.8
1326,652,66.36
1327,654,27.09
1328,656,95.64
1329,658,76.25
1330,660,13.24
1331,662,90.56
1332,664,84.62
1333,666,0.88
1334,668,83.67
1335,670,91.29
1336,672,14.98
1337,674,75.1
1338,676,96.14
1339,678,28.79
1340,680,65.03
1341,682,99.06
1342,684,42.01
1343,686,53.66
1344,688,100.0
1345,690,54.4
1346,692,41.21
1347,694,98.94
1348,696,65.7
1349,698,27.94
1350,700,95.89
1351,702,75.68
1352,704,14.11
1353,706,90.93
1354,708,84.15
1355,710,0.0
1356,712,84.15
1357,714,90.93
1358,716,14.11
1359,718,75.68
1360,720,95.89
1361,722,27.94
1362,724,65.7
1363,726,98.94
1364,728,41.21
1365,730,54.4
1366,732,100.0
1367,734,53.65
1368,736,42.02
1369,738,99.06
1370,740,65.03
1371,742,28.79
1372,744,96.14
1373,746,75.1
1374,748,14.99
1375,750,91.3
1376,752,83.66
1377,754,0.89
1378,756,84.62
1379,758,90.56
1380,760,13.23
1381,762,76.26
1382,764,95.64
1383,766,27.09
1384,768,66.37
1385,770,98.8
1386,772,40.4
1387,774,55.15
1388,776,99.99
1389,778,52.91
1390,780,42.82
1391,782,99.18
1392,784,64.35
1393,786,29.64
1394,788,96.38
1395,790,74.51
1396,792,15.87
1397,794,91.65
1398,796,83.18
1399,798,1.77
1400,800,85.09
1401,802,90.18
1402,804,12.35
1403,806,76.83
1404,808,95.37
1405,810,26.23
1406,812,67.03
1407,814,98.66
1408,816,39.59
1409,818,55.88
1410,820,99.98
1411,822,52.15
1412,824,43.62
1413,826,99.29
1414,828,63.67
1415,830,30.48
1416,832,96.61
1417,834,73.92
1418,836,16.74
1419,838,92.0
1420,840,82.68
1421,842,2.66
1422,844,85.55
1423,846,89.79
1424,848,11.48
1425,850,77.39
1426,852,95.1
1427,854,25.38
1428,856,67.68
1429,858,98.51
1430,860,38.78
1431,862,56.61
1432,864,99.95
1433,866,51.4
1434,868,44.41
1435,870,99.39
1436,872,62.99
1437,874,31.33
1438,876,96.84
1439,878,73.32
1440,880,17.61
1441,882,92.35
1442,884,82.18
1443,886,3.54
1444,888,86.01
1445,890,89.4
1446,892,10.6
1447,894,77.95
1448,896,94.83
1449,898,24.52
1450,900,68.33
1451,902,98.36
1452,904,37.96
1453,906,57.34
1454,908,99.92
1455,910,50.63
1456,912,45.21
1457,914,99.48
1458,916,62.3
1459,918,32.17
1460,920,97.05
1461,922,72.71
1462,924,18.48
1463,926,92.68
1464,928,81.67
1465,930,4.43
1466,932,86.46
1467,934,89.0
1468,936,9.72
1469,938,78.5
1470,940,94.54
1471,942,23.66
1472,944,68.97
1473,946,98.19
1474,948,37.14
1475,950,58.06
1476,952,99.88
1477,954,49.87
1478,956,45.99
1479,958,99.57
1480,960,61.6
1481,962,33.0
1482,964,97.26
1483,966,72.1
1484,968,19.35
1485,970,93.01
1486,972,81.16
1487,974,5.31
1488,976,86.9
1489,978,88.59
1490,980,8.83
1491,982,79.05
1492,984,94.25
1493,986,22.8
1494,988,69.61
1495,990,98.02
1496,992,36.31
1497,994,58.78
1498,996,99.83
1499,998,49.1
1500,1000,46.78
1501,1002,99.65
1502,1004,60.9
1503,1006,33.84
1504,1008,97.47
1505,1010,71.49
1506,1012,20.22
1507,1014,93.33
1508,1016,80.64
1509,1018,6.2
1510,1020,87.33
1511,1022,88.18
1512,1024,7.95
1513,1026,79.58
1514,1028,93.95
1515,1030,21.94
1516,1032,70.24
1517,1034,97.84
1518,1036,35.49
1519,1038,59.5
1520,1040,99.78
1521,1042,48.33
1522,1044,47.56
1523,1046,99.72
1524,1048,60.2
1525,1050,34.67
1526,1052,97.66
1527,1054,70.86
1528,1056,21.08
1529,1058,93.65
1530,1060,80.11
1531,1062,7.08
1532,1064,87.76
1533,1066,87.76
1534,1068,7.07
1535,1070,80.12
1536,1072,93.64
1537,1074,21.08
1538,1076,70.87
1539,1078,97.66
1540,1080,34.66
1541,1082,60.2
1542,1084,99.72
1543,1086,47.55
1544,1088,48.33
1545,1090,99.78
1546,1092,59.49
1547,1094,35.5
1548,1096,97.85
1549,1098,70.24
1550,1100,21.95
1551,1102,93.95
1552,1104,79.58
1553,1106,7.96
1554,1108,88.18
1555,1110,87.33
1556,1112,6.19
1557,1114,80.64
1558,1116,93.33
1559,1118,20.21
1560,1120,71.49
1561,1122,97.46
1562,1124,33.83
1563,1126,60.91
1564,1128,99.65
1565,1130,46.77
1566,1132,49.11
1567,1134,99.83
1568,1136,58.77
1569,1138,36.32
1570,1140,98.03
1571,1142,69.6
1572,1144,22.81
1573,1146,94.25
1574,1148,79.04
1575,1150,8.84
1576,1152,88.6
1577,1154,86.89
1578,1156,5.3
1579,1158,81.16
1580,1160,93.01
1581,1162,19.34
1582,1164,72.11
1583,1166,97.26
1584,1168,32.99
1585,1170,61.61
1586,1172,99.57
1587,1174,45.98
1588,1176,49.88
1589,1178,99.88
1590,1180,58.06
1591,1182,37.15
1592,1184,98.2
1593,1186,68.97
1594,1188,23.67
1595,1190,94.55
1596,1192,78.49
1597,1194,9.72
1598,1196,89.0
1599,1198,86.45
1600,1200,4.42
1601,1202,81.68
1602,1204,92.68
1603,1206,18.47
1604,1208,72.72
1605,1210,97.05
1606,1212,32.16
1607,1214,62.3
1608,1216,99.48
1609,1218,45.2
1610,1220,50.64
1611,1222,99.92
1612,1224,57.33
1613,1226,37.97
1614,1228,98.36
1615,1230,68.32
1616,1232,24.53
1617,1234,94.83
1618,1236,77.94
1619,1238,10.6
1620,1240,89.4
1621,1242,86.0
1622,1244,3.53
1623,1246,82.19
1624,1248,92.34
1625,1250,17.6
1626,1252,73.32
1627,1254,96.83
1628,1256,31.32
1629,1258,62.99
1630,1260,99.39
1631,1262,44.41
1632,1264,51.4
1633,1266,99.95
1634,1268,56.61
1635,1270,38.78
1636,1272,98.52
1637,1274,67.67
1638,1276,25.39
1639,1278,95.11
1640,1280,77.39
1641,1282,11.48
1642,1284,89.8
1643,1286,85.55
1644,1288,2.65
1645,1290,82.69
1646,1292,92.0
1647,1294,16.73
1648,1296,73.92
1649,1298,96.61
1650,1300,30.48
1651,1302,63.68
1652,1304,99.29
1653,1306,43.61
1654,1308,52.16
1655,1310,99.98
1656,1312,55.87
1657,1314,39.6
1658,1316,98.66
1659,1318,67.02
1660,1320,26.24
1661,1322,95.38
1662,1324,76.82
1663,1326,12.36
1664,1328,90.18
1665,1330,85.09
1666,1332,1.76
1667,1334,83.18
1668,1336,91.65
1669,1338,15.86
1670,1340,74.52
1671,1342,96.38
1672,1344,29.63
1673,1346,64.36
1674,1348,99.18
1675,1350,42.81
1676,1352,52.91
1677,1354,99.99
1678,1356,55.14
1679,1358,40.41
1680,1360,98.8
1681,1362,66.36
1682,1364,27.1
1683,1366,95.64
1684,1368,76.25
1685,1370,13.24
1686,1372,90.56
1687,1374,84.62
1688,1376,0.88
1689,1378,83.67
1690,1380,91.29
1691,1382,14.98
1692,1384,75.1
1693,1386,96.14
1694,1388,28.78
1695,1390,65.03
1696,1392,99.06
1697,1394,42.01
1698,1396,53.66
1699,1398,100.0
1700,1400,54.4
1701,1402,41.22
1702,1404,98.94
1703,1406,65.69
1704,1408,27.95
1705,1410,95.89
1706,1412,75.68
1707,1414,14.12
1708,1416,90.93
1709,1418,84.14
1710,1420,0.01
1711,1422,84.15
1712,1424,90.93
1713,1426,14.11
1714,1428,75.68
1715,1430,95.89
1716,1432,27.94
1717,1434,65.7
1718,1436,98.93
1719,1438,41.21
1720,1440,54.41
1721,1442,100.0
1722,1444,53.65
1723,1446,42.02
1724,1448,99.06
1725,1450,65.02
1726,1452,28.8
1727,1454,96.14
1728,1456,75.09
1729,1458,14.99
1730,1460,91.3
1731,1462,83.66
1732,1464,0.89
1733,1466,84.63
1734,1468,90.56
1735,1470,13.23
1736,1472,76.26
1737,1474,95.64
1738,1476,27.08
1739,1478,66.37
1740,1480,98.8
1741,1482,40.4
1742,1484,55.15
1743,1486,99.99
1744,1488,52.9
1745,1490,42.82
1746,1492,99.18
1747,1494,64.35
1748,1496,29.64
1749,1498,96.38
1750,1500,74.51
1751,1502,15.87
1752,1504,91.65
1753,1506,83.17
1754,1508,1.78
1755,1510,85.09
1756,1512,90.18
1757,1514,12.35
1758,1516,76.83
1759,1518,95.37
1760,1520,26.23
1761,1522,67.03
1762,1524,98.66
1763,1526,39.59
1764,1528,55.88
1765,1530,99.98
1766,1532,52.15
1767,1534,43.62
1768,1536,99.29
1769,1538,63.67
1770,1540,30.49
1771,1542,96.61
1772,1544,73.91
1773,1546,16.74
1774,1548,92.0
1775,1550,82.68
1776,1552,2.66
1777,1554,85.56
1778,1556,89.79
1779,1558,11.47
1780,1560,77.39
1781,1562,95.1
1782,1564,25.38
1783,1566,67.68
1784,1568,98.51
1785,1570,38.77
1786,1572,56.62
1787,1574,99.95
1788,1576,51.39
1789,1578,44.42
1790,1580,99.39
1791,1582,62.98
1792,1584,31.33
1793,1586,96.84
1794,1588,73.31
1795,1590,17.61
1796,1592,92.35
1797,1594,82.18
1798,1596,3.55
1799,1598,86.01
1800,1600,89.4
1801,1602,10.59
1802,1604,77.95
1803,1606,94.83
1804,1608,24.52
1805,1610,68.33
1806,1612,98.36
1807,1614,37.96
1808,1616,57.34
1809,1618,99.92
1810,1620,50.63
1811,1622,45.21
1812,1624,99.48
1813,1626,62.29
1814,1628,32.17
1815,1630,97.05
1816,1632,72.71
1817,1634,18.48
1818,1636,92.68
1819,1638,81.67
1820,1640,4.43
1821,1642,86.46
1822,1644,89.0
1823,1646,9.71
1824,1648,78.5
1825,1650,94.54
1826,1652,23.66
1827,1654,68.97
1828,1656,98.19
1829,1658,37.13
1830,1660,58.07
1831,1662,99.88
1832,1664,49.87
1833,1666,46.0
1834,1668,99.57
1835,1670,61.6
1836,1672,33.0
1837,1674,97.26
1838,1676,72.1
1839,1678,19.35
1840,1680,93.01
1841,1682,81.16
1842,1684,5.31
1843,1686,86.9
1844,1688,88.59
1845,1690,8.83
1846,1692,79.05
1847,1694,94.25
1848,1696,22.8
1849,1698,69.61
1850,1700,98.02
1851,1702,36.31
1852,1704,58.78
1853,1706,99.83
1854,1708,49.1
1855,1710,46.78
1856,1712,99.65
1857,1714,60.9
1858,1716,33.84
1859,1718,97.47
1860,1720,71.48
1861,1722,20.22
1862,1724,93.33
1863,1726,80.64
1864,1728,6.2
1865,1730,87.33
1866,1732,88.18
1867,1734,7.95
1868,1736,79.59
1869,1738,93.95
1870,1740,21.94
1871,1742,70.25
1872,1744,97.84
1873,1746,35.49
1874,1748,59.5
1875,1750,99.78
1876,1752,48.32
1877,1754,47.56
1878,1756,99.72
1879,1758,60.2
1880,1760,34.67
1881,1762,97.66
1882,1764,70.86
1883,1766,21.09
1884,1768,93.65
1885,1770,80.11
1886,1772,7.08
1887,1774,87.76
1888,1776,87.75
1889,1778,7.07
1890,1780,80.12
1891,1782,93.64
1892,1784,21.07
1893,1786,70.87
1894,1788,97.66
1895,1790,34.66
1896,1792,60.21
1897,1794,99.72
1898,1796,47.55
1899,1798,48.34
1900,1800,99.78
1901,1802,59.49
1902,1804,35.5
1903,1806,97.85
1904,1808,70.23
1905,1810,21.95
1906,1812,93.96
1907,1814,79.58
1908,1816,7.96
1909,1818,88.18
1910,1820,87.33
1911,1822,6.18
1912,1824,80.65
1913,1826,93.33
1914,1828,20.21
1915,1830,71.49
1916,1832,97.46
1917,1834,33.82
1918,1836,60.91
1919,1838,99.65
1920,1840,46.77
1921,1842,49.11
1922,1844,99.84
1923,1846,58.77
1924,1848,36.33
1925,1850,98.03
1926,1852,69.6
1927,1854,22.81
1928,1856,94.25
1929,1858,79.04
1930,1860,8.85
1931,1862,88.6
1932,1864,86.89
1933,1866,5.3
1934,1868,81.17
1935,1870,93.01
1936,1872,19.34
1937,1874,72.11
1938,1876,97.26
1939,1878,32.99
1940,1880,61.61
1941,1882,99.57
1942,1884,45.98
1943,1886,49.88
1944,1888,99.88
1945,1890,58.05
1946,1892,37.15
1947,1894,98.2
1948,1896,68.96
1949,1898,23.67
1950,1900,94.55
1951,1902,78.49
1952,1904,9.73
1953,1906,89.0
1954,1908,86.45
1955,1910,4.42
1956,1912,81.68
1957,1914,92.68
1958,1916,18.47
1959,1918,72.72
1960,1920,97.05
1961,1922,32.15
1962,1924,62.31
1963,1926,99.48
1964,1928,45.19
1965,1930,50.64
1966,1932,99.92
1967,1934,57.33
1968,1936,37.97
1969,1938,98.36
1970,1940,68.32
1971,1942,24.53
1972,1944,94.83
1973,1946,77.94
1974,1948,10.61
1975,1950,89.4
1976,1952,86.0
1977,1954,3.53
1978,1956,82.19
1979,1958,92.34
1980,1960,17.6
1981,1962,73.33
1982,1964,96.83
1983,1966,31.31
1984,1968,63.0
1985,1970,99.39
1986,1972,44.4
1987,1974,51.41
1988,1976,99.95
1989,1978,56.6
1990,1980,38.79
1991,1982,98.52
1992,1984,67.67
1993,1986,25.39
1994,1988,95.11
1995,1990,77.38
1996,1992,11.49
1997,1994,89.8
1998,1996,85.55
1999,1998,2.65
